accuracy,loss,val_accuracy,val_loss
0.9362499713897705,0.02453717775642872,0.8149999976158142,0.021684998646378517
0.9287499785423279,0.023572469130158424,0.8500000238418579,0.013339557684957981
0.9312499761581421,0.021138129755854607,0.8500000238418579,0.012479458935558796
0.9387500286102295,0.02443709224462509,0.8399999737739563,0.010476836934685707
0.9262499809265137,0.022603414952754974,0.9449999928474426,0.005398167762905359
0.9437500238418579,0.020828671753406525,0.8949999809265137,0.007131455931812525
0.9287499785423279,0.021873731166124344,0.8299999833106995,0.017057105898857117
0.9487500190734863,0.019083114340901375,0.824999988079071,0.018310176208615303
0.9375,0.021791554987430573,0.9449999928474426,0.0051501779817044735
0.9337499737739563,0.019240790978074074,0.9599999785423279,0.004224492236971855
0.9399999976158142,0.020167043432593346,0.9399999976158142,0.0050326078198850155
0.9462500214576721,0.01967998407781124,0.9449999928474426,0.005573361646384001
0.9337499737739563,0.021763045340776443,0.8399999737739563,0.012162845581769943
0.9325000047683716,0.020313682034611702,0.9100000262260437,0.00603082962334156
0.9474999904632568,0.019846206530928612,0.8650000095367432,0.010472727008163929
0.9399999976158142,0.019996734336018562,0.8100000023841858,0.024656806141138077
0.9350000023841858,0.020581234246492386,0.9399999976158142,0.005413757637143135
0.9350000023841858,0.018691454082727432,0.9750000238418579,0.003033837303519249
0.9487500190734863,0.019102592021226883,0.9700000286102295,0.004029976669698954
0.9487500190734863,0.018724029883742332,0.9350000023841858,0.006324737798422575
0.9437500238418579,0.017407745122909546,0.9300000071525574,0.005107388366013765
0.9387500286102295,0.018265854567289352,0.9800000190734863,0.003804404754191637
0.9424999952316284,0.018522730097174644,0.9100000262260437,0.007528411224484444
0.9487500190734863,0.015598258003592491,0.9150000214576721,0.00538755813613534
0.9487500190734863,0.016385354101657867,0.8999999761581421,0.006381540093570948
0.949999988079071,0.016163205727934837,0.8899999856948853,0.008045483380556107
0.9424999952316284,0.018233178183436394,0.875,0.008771773427724838
0.9424999952316284,0.016748426482081413,0.949999988079071,0.0030310743022710085
0.9387500286102295,0.01825602352619171,0.9549999833106995,0.0033431046176701784
0.9474999904632568,0.016864828765392303,0.8999999761581421,0.007379129994660616
0.9424999952316284,0.016765374690294266,0.8650000095367432,0.008545223623514175
0.9462500214576721,0.016477039083838463,0.8450000286102295,0.012630989775061607
0.9312499761581421,0.018191302195191383,0.8949999809265137,0.005350843071937561
0.9574999809265137,0.015534410253167152,0.9049999713897705,0.0040428526699543
